zone_id,SD,ZONE,COUNTY,AGREMPN,FPSEMPN,HEREMPN,RETEMPN,TOTEMP,MWTEMPN,OTHEMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,SHPOP62P,TOTHH,GQPOP,MFDU,SFDU,CIACRE_UNWEIGHTED,RESACRE_UNWEIGHTED,CIACRE,RESACRE,TOTACRE,HHPOP,TOTPOP,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P
1,1,1,1,13.0,18969.0,3505.0,206.0,25377,634.0,2050.0,13.0,10.0,12.0,20.0,0.238,55.0,9,60.0,1.0,9.14991145662,2.54006108887,15.0,1.0,20.3,89,98,37,4.0,7.0,34.0,31.0,22.0
2,1,2,1,58.0,28960.0,6936.0,417.0,39761,694.0,2696.0,31.0,34.0,33.0,43.0,0.238,141.0,30,147.0,5.0,15.8568784685,3.84589397024,24.7929728993,1.0,31.1,226,256,99,8.0,18.0,87.0,81.0,62.0
3,1,3,1,1.0,1332.0,1155.0,96.0,2827,33.0,210.0,84.0,80.0,61.0,63.0,0.238,288.0,54,285.0,9.0,7.62122695076,1.79219463656,2.31799058504,1.0,14.7,463,517,207,15.0,37.0,176.0,163.0,126.0
4,1,4,1,114.0,16497.0,5951.0,377.0,26148,1182.0,2027.0,89.0,57.0,41.0,62.0,0.238,249.0,15,253.0,6.0,8.94072969305,3.07804750471,18.0,1.15560155183,19.3,395,410,161,12.0,29.0,140.0,129.0,100.0
5,1,5,1,5.0,6623.0,6536.0,1851.0,17053,418.0,1620.0,177.0,176.0,143.0,186.0,0.238,682.0,106,674.0,22.0,21.273044468,10.9336693107,15.0,1.01262650367,52.7,1092,1198,467,37.0,86.0,406.0,378.0,291.0
6,1,6,1,1.0,1006.0,2062.0,149.0,3940,48.0,674.0,649.0,703.0,452.0,577.0,0.142,2381.0,729,2454.0,0.0,7.30467934345,12.7735404422,8.0,7.22501974951,29.0,3536,4265,1927,76.0,226.0,2361.0,988.0,614.0
7,1,7,1,1.0,4715.0,4255.0,286.0,10213,123.0,833.0,1131.0,1107.0,893.0,958.0,0.191,4089.0,527,4239.0,0.0,13.7314336194,15.8131531922,14.0,13.0678867527,45.0,6072,6599,3298,172.0,425.0,2740.0,1995.0,1267.0
8,1,8,1,6.0,1305.0,1663.0,332.0,4083,80.0,697.0,2674.0,863.0,648.0,665.0,0.25,4850.0,2621,4912.0,19.0,10.8743879012,17.250657988,15.0,8.39828906446,51.0,8044,10665,3518,371.0,845.0,3096.0,3641.0,2712.0
9,1,9,1,7.0,6571.0,10131.0,320.0,31259,543.0,13687.0,1909.0,1498.0,1169.0,1351.0,0.163,5927.0,758,6144.0,35.0,40.8311480659,23.4710891422,47.0,10.3179899593,112.0,10194,10952,4461,411.0,1031.0,4920.0,2768.0,1822.0
10,1,10,1,3.0,2987.0,3677.0,193.0,12596,347.0,5389.0,2534.0,1114.0,954.0,1048.0,0.148,5650.0,115,5825.0,5.0,24.0193074319,20.230506885,35.0,11.0687588328,73.5,9776,9891,4900,261.0,814.0,4076.0,3392.0,1348.0
11,1,11,1,1.0,3437.0,3854.0,1934.0,11905,291.0,2388.0,1270.0,649.0,511.0,516.0,0.148,2946.0,185,3017.0,10.0,32.2440088553,15.2481941269,38.0,12.9830777346,81.0,5096,5281,2634,139.0,435.0,2176.0,1811.0,720.0
12,1,12,1,18.0,7001.0,5409.0,503.0,16486,313.0,3242.0,303.0,273.0,200.0,236.0,0.09,1012.0,11,1053.0,0.0,28.4463921744,7.75394170697,16.0,1.16323601849,53.3,1534,1545,1022,11.0,18.0,885.0,526.0,105.0
13,1,13,1,6.0,16240.0,4457.0,649.0,22914,241.0,1321.0,0.0,1.0,3.0,3.0,0.09,7.0,11,8.0,0.0,12.7835204946,2.15097801455,19.3762501755,1.0,26.5,11,22,7,0.0,0.0,13.0,7.0,2.0
14,1,14,1,13.0,28485.0,7641.0,195.0,41295,1777.0,3184.0,127.0,117.0,113.0,176.0,0.09,533.0,7,552.0,0.0,17.2181177196,1.85164391462,27.3987313907,1.0,30.6,812,819,529,9.0,8.0,468.0,279.0,55.0
15,1,15,1,8.0,11538.0,3462.0,146.0,17679,504.0,2021.0,42.0,64.0,76.0,128.0,0.09,310.0,53,319.0,0.0,10.4022482661,4.90677927723,14.0,3.0,28.5,471,524,331,3.0,7.0,299.0,179.0,36.0
16,1,16,1,67.0,12921.0,7185.0,2350.0,26477,416.0,3538.0,5226.0,1273.0,1067.0,1398.0,0.076,8964.0,144,9129.0,15.0,36.6863549066,33.797421492,72.0,17.3641721981,123.4,14818,14962,10698,301.0,389.0,9456.0,3929.0,887.0
17,1,17,1,4.0,3478.0,2575.0,335.0,10258,302.0,3564.0,1334.0,866.0,942.0,1478.0,0.076,4620.0,466,4770.0,25.0,32.1349478521,43.6854228139,36.0,24.6326675714,152.3,7633,8099,5639,162.0,211.0,5119.0,2127.0,480.0
18,1,18,1,22.0,2009.0,1658.0,362.0,6919,464.0,2404.0,328.0,251.0,259.0,342.0,0.056,1180.0,407,1214.0,56.0,36.4961062236,21.1381904531,50.0,2.23682601473,107.3,1955,2362,1347,39.0,151.0,1560.0,516.0,96.0
19,1,19,1,3.0,2574.0,1884.0,889.0,11438,929.0,5159.0,381.0,155.0,170.0,202.0,0.056,908.0,247,945.0,22.0,53.8700551228,22.0703114179,74.0,14.1994600649,125.4,1501,1748,1009,29.0,111.0,1154.0,383.0,71.0
20,1,20,1,2.0,891.0,1240.0,254.0,3726,369.0,970.0,896.0,512.0,349.0,345.0,0.394,2102.0,386,2054.0,97.0,33.3006215786,30.0695316422,35.0,15.405242763,98.3,3522,3908,1599,72.0,187.0,1133.0,849.0,1667.0
21,1,21,1,3.0,2866.0,2531.0,370.0,8072,250.0,2052.0,1990.0,594.0,425.0,543.0,0.394,3552.0,459,3520.0,117.0,28.5206368898,22.3341049241,44.0,15.1894250124,78.9,5954,6413,2586,119.0,306.0,1860.0,1393.0,2735.0
22,1,22,1,7.0,13789.0,5229.0,280.0,20965,389.0,1271.0,259.0,363.0,304.0,422.0,0.317,1348.0,21,1291.0,98.0,26.3225488575,16.6162143641,46.0,9.0,87.7,2160,2181,1179,29.0,39.0,530.0,887.0,696.0
23,1,23,1,3.0,5737.0,2854.0,241.0,12154,1265.0,2054.0,165.0,165.0,151.0,177.0,0.317,658.0,7,628.0,43.0,49.0666215131,10.2131394238,20.0,4.41299663674,90.8,1053,1060,582,14.0,19.0,257.0,432.0,338.0
24,1,24,1,12.0,10682.0,3710.0,190.0,17939,549.0,2796.0,236.0,158.0,135.0,153.0,0.369,682.0,8,699.0,0.0,13.9408373639,9.24359758434,20.3062833268,2.09729499115,39.0,1103,1111,366,31.0,46.0,211.0,401.0,422.0
25,1,25,1,0.0,368.0,602.0,243.0,1485,65.0,207.0,471.0,444.0,296.0,435.0,0.41,1646.0,7,1584.0,130.0,2.81587712466,11.1688144373,4.0,4.11249033369,21.0,3635,3642,1201,106.0,389.0,611.0,943.0,1593.0
26,1,26,1,3.0,2616.0,1118.0,113.0,4228,80.0,298.0,211.0,234.0,164.0,167.0,0.349,776.0,15,793.0,7.0,3.62406482228,5.49789568607,5.0,2.0,13.0,1681,1696,631,47.0,163.0,390.0,466.0,630.0
27,1,27,1,0.0,468.0,889.0,102.0,1762,30.0,273.0,569.0,384.0,341.0,392.0,0.369,1686.0,0,1596.0,66.0,4.9564177023,11.4933021628,6.0,8.04928063012,26.0,3513,3513,1462,97.0,338.0,770.0,926.0,1382.0
28,1,28,1,0.0,189.0,155.0,11.0,486,13.0,118.0,549.0,531.0,503.0,736.0,0.269,2319.0,2,2416.0,0.0,7.55836048091,20.4952438485,5.0,20.0,44.0,4151,4153,2570,121.0,178.0,1487.0,1198.0,1169.0
29,1,29,1,1.0,524.0,2193.0,43.0,3028,12.0,255.0,963.0,1049.0,775.0,807.0,0.184,3594.0,389,3692.0,0.0,6.07797124687,19.1817467215,4.0,15.0,37.0,5500,5889,3313,110.0,231.0,2821.0,1630.0,1097.0
30,1,30,1,0.0,396.0,911.0,103.0,2185,50.0,725.0,1162.0,1291.0,936.0,1006.0,0.139,4395.0,626,4539.0,0.0,9.18419620514,19.0436647601,10.0,14.0,46.0,7478,8104,4032,337.0,692.0,3888.0,2080.0,1107.0
31,1,31,1,0.0,803.0,1073.0,95.0,2310,40.0,299.0,814.0,822.0,605.0,620.0,0.171,2861.0,96,2932.0,10.0,4.48041657445,14.6293287607,9.0,8.55538511888,32.0,4271,4367,2375,131.0,250.0,2118.0,1100.0,768.0
32,1,32,1,0.0,740.0,1753.0,212.0,3360,92.0,563.0,908.0,917.0,676.0,856.0,0.212,3357.0,27,3330.0,120.0,10.5632935717,28.0543848166,13.0,21.0,58.0,5689,5716,3653,122.0,371.0,2483.0,1469.0,1271.0
33,1,33,1,0.0,411.0,809.0,184.0,2281,127.0,750.0,918.0,700.0,601.0,782.0,0.206,3001.0,12,2959.0,125.0,6.10428788742,31.4752179613,9.0,24.1953104569,59.0,5915,5927,3431,159.0,430.0,2554.0,1504.0,1280.0
34,1,34,1,0.0,94.0,250.0,157.0,625,26.0,98.0,811.0,811.0,593.0,726.0,0.22,2941.0,1,2960.0,0.0,2.77119176329,36.2870287908,4.0,29.0,60.0,4896,4897,3221,99.0,168.0,2341.0,1142.0,1147.0
35,1,35,1,0.0,112.0,99.0,19.0,287,20.0,37.0,698.0,682.0,538.0,826.0,0.236,2744.0,0,2717.0,111.0,1.90966431542,34.4371292717,2.0,30.0,58.0,5441,5441,3107,170.0,452.0,2049.0,1416.0,1354.0
36,1,36,1,0.0,519.0,1029.0,211.0,2621,82.0,780.0,1040.0,779.0,535.0,657.0,0.38,3011.0,0,2993.0,65.0,6.36794808232,21.3291628486,7.0,14.0454892537,47.0,6138,6138,2134,179.0,492.0,1373.0,1598.0,2496.0
37,1,37,1,0.0,1377.0,1062.0,126.0,3050,157.0,328.0,612.0,590.0,481.0,583.0,0.223,2266.0,1,2280.0,57.0,6.7814664173,20.9580518357,8.0,12.1062214274,43.0,4433,4434,2397,136.0,390.0,1573.0,1318.0,1017.0
38,1,38,1,0.0,971.0,523.0,211.0,2424,63.0,656.0,821.0,724.0,597.0,856.0,0.201,2998.0,17,3022.0,47.0,10.4184954021,40.6701575721,6.0,37.0617835657,83.0,5550,5567,3489,191.0,327.0,2245.0,1676.0,1128.0
39,1,39,1,0.0,92.0,98.0,46.0,328,7.0,85.0,542.0,652.0,529.0,565.0,0.238,2288.0,0,2190.0,150.0,5.31625914073,36.0280685762,6.0,31.0,67.0,4406,4406,2419,155.0,276.0,1688.0,1185.0,1102.0
40,1,40,1,3.0,731.0,2145.0,945.0,5800,1075.0,901.0,817.0,778.0,580.0,843.0,0.217,3018.0,6,3033.0,0.0,38.0579360684,50.2343221898,28.0,43.0,128.0,4972,4978,3157,124.0,139.0,2240.0,1356.0,1119.0
41,1,41,1,3.0,3346.0,5929.0,894.0,13355,992.0,2191.0,860.0,428.0,390.0,555.0,0.237,2233.0,17,2162.0,111.0,88.6053794817,36.5030893952,90.0,20.0,183.0,4031,4048,2060,93.0,250.0,1689.0,992.0,1024.0
42,1,42,1,0.0,26.0,72.0,6.0,292,19.0,169.0,6118.0,988.0,652.0,358.0,0.019,8116.0,0,8522.0,144.0,72.1116339103,119.508052997,484.0,200.370324261,628.0,27339,27339,13921,989.0,3786.0,19372.0,2946.0,246.0
43,2,43,1,3.0,395.0,1134.0,306.0,2707,54.0,815.0,840.0,1042.0,751.0,918.0,0.184,3551.0,19,3156.0,408.0,106.070562081,62.4872401968,5.00000000048,57.0,199.0,5832,5851,3895,196.0,159.0,3102.0,1247.0,1147.0
44,2,44,1,0.0,420.0,800.0,103.0,1528,35.0,170.0,902.0,1076.0,812.0,1133.0,0.176,3923.0,96,3752.0,198.0,26.2734167739,61.496489613,14.0,56.0,136.0,6486,6582,4436,135.0,179.0,3716.0,1308.0,1244.0
45,2,45,1,1.0,589.0,892.0,352.0,2968,105.0,1029.0,614.0,703.0,547.0,903.0,0.162,2767.0,0,2651.0,127.0,6.61024423158,54.6544705246,15.0,40.3512033516,93.0,4704,4704,3346,141.0,151.0,2481.0,1153.0,778.0
46,2,46,1,1.0,391.0,707.0,96.0,1629,51.0,383.0,1151.0,1175.0,940.0,1248.0,0.181,4514.0,129,4482.0,79.0,15.9911555682,53.4822432678,8.0,42.1907120378,102.0,7284,7413,4943,173.0,257.0,3688.0,1922.0,1373.0
47,2,47,1,1.0,727.0,3348.0,306.0,5629,101.0,1146.0,674.0,571.0,356.0,461.0,0.184,2062.0,35,2055.0,18.0,8.9062403905,29.6217918127,11.0,24.2835636844,56.0,3251,3286,2138,113.0,111.0,1531.0,919.0,612.0
48,2,48,1,5.0,185.0,465.0,75.0,908,23.0,155.0,587.0,640.0,428.0,517.0,0.147,2172.0,52,1996.0,184.0,2.5066155186,45.8963585339,4.0,40.0,88.0,3952,4004,2711,158.0,193.0,2012.0,1060.0,581.0
49,2,49,1,12.0,229.0,301.0,34.0,709,11.0,122.0,633.0,757.0,482.0,711.0,0.186,2583.0,33,2162.0,428.0,5.18552337359,83.4711390751,6.0,76.0,135.0,4785,4818,3308,234.0,357.0,1823.0,1518.0,886.0
50,2,50,1,1.0,382.0,1193.0,295.0,2727,62.0,794.0,574.0,654.0,515.0,877.0,0.192,2620.0,3,2297.0,332.0,11.2516213258,67.439097739,12.0,59.0,121.0,4608,4611,3310,193.0,237.0,2100.0,1161.0,920.0
